epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
171,1275.33,3.24997,6.68573,1.25795,0.00014,0.00046,8e-05,2e-05,3.10402,5.84812,1.28388,1.2292e-05,1.2292e-05,1.2292e-05
172,1282.7,3.33723,6.80497,1.26143,0.00017,0.00046,0.0001,2e-05,3.10623,5.8639,1.28775,1.21996e-05,1.21996e-05,1.21996e-05
173,1290.17,3.35272,6.8533,1.26984,0.00036,0.00052,0.00019,6e-05,3.13419,5.86757,1.30084,1.21072e-05,1.21072e-05,1.21072e-05
174,1297.37,3.43334,6.81331,1.26364,0.00029,0.00048,0.00016,6e-05,3.11882,5.8613,1.29427,1.20148e-05,1.20148e-05,1.20148e-05
175,1304.43,3.3471,6.86506,1.27854,0.00017,0.00055,9e-05,2e-05,3.09706,5.83774,1.28188,1.19224e-05,1.19224e-05,1.19224e-05
176,1311.67,3.33933,6.6865,1.26676,0.00013,0.0006,8e-05,2e-05,3.12351,5.85076,1.2941,1.183e-05,1.183e-05,1.183e-05
177,1318.68,3.36923,6.92101,1.26726,0.00018,0.00076,0.0001,2e-05,3.11236,5.84152,1.28994,1.17376e-05,1.17376e-05,1.17376e-05
178,1325.88,3.30088,6.8123,1.26078,0.00017,0.0007,0.0001,2e-05,3.12994,5.8664,1.29989,1.16452e-05,1.16452e-05,1.16452e-05
179,1333.35,3.36832,6.94516,1.27192,0.00017,0.0005,0.0001,1e-05,3.13141,5.87067,1.30143,1.15528e-05,1.15528e-05,1.15528e-05
180,1340.42,3.33492,6.89365,1.2783,0.00016,0.00067,0.0001,2e-05,3.12668,5.86542,1.29882,1.14604e-05,1.14604e-05,1.14604e-05
181,1347.44,3.27973,6.80131,1.26126,0.0003,0.0005,0.00016,6e-05,3.12586,5.86079,1.29473,1.1368e-05,1.1368e-05,1.1368e-05
182,1354.68,3.31839,6.66549,1.23747,0.00018,0.0008,0.00011,2e-05,3.11158,5.83987,1.28689,1.12756e-05,1.12756e-05,1.12756e-05
183,1362.05,3.3572,6.79911,1.26161,0.00036,0.00066,0.00019,3e-05,3.09736,5.83476,1.27916,1.11832e-05,1.11832e-05,1.11832e-05
184,1369.58,3.37494,6.76133,1.25804,0.00018,0.00065,0.0001,2e-05,3.09996,5.83519,1.28054,1.10908e-05,1.10908e-05,1.10908e-05
185,1376.86,3.27688,6.7218,1.26025,0.00017,0.00072,0.0001,2e-05,3.11147,5.83199,1.28597,1.09984e-05,1.09984e-05,1.09984e-05
186,1384.09,3.3746,6.91626,1.27347,0.00017,0.00079,9e-05,2e-05,3.10277,5.83771,1.28373,1.0906e-05,1.0906e-05,1.0906e-05
187,1391.32,3.26675,6.72758,1.25322,0.00014,0.00075,8e-05,2e-05,3.09957,5.82468,1.28017,1.08136e-05,1.08136e-05,1.08136e-05
188,1398.74,3.35574,6.81644,1.26738,0.00014,0.00042,8e-05,2e-05,3.12114,5.8388,1.29355,1.07212e-05,1.07212e-05,1.07212e-05
189,1406.21,3.29415,6.64131,1.25448,0.00017,0.00067,0.0001,2e-05,3.10232,5.82288,1.28039,1.06288e-05,1.06288e-05,1.06288e-05
190,1413.35,3.36225,6.80819,1.26028,0.00019,0.0009,0.00011,2e-05,3.08788,5.81121,1.2754,1.05364e-05,1.05364e-05,1.05364e-05
191,1420.38,3.23284,6.7708,1.26405,0.00014,0.00071,8e-05,2e-05,3.11215,5.83597,1.29035,1.0444e-05,1.0444e-05,1.0444e-05
192,1427.51,3.46132,6.81047,1.26191,0.00013,0.00057,8e-05,1e-05,3.10974,5.83838,1.29044,1.03516e-05,1.03516e-05,1.03516e-05
193,1434.54,3.42358,6.9284,1.252,0.00016,0.00083,0.0001,2e-05,3.0884,5.81552,1.27919,1.02592e-05,1.02592e-05,1.02592e-05
194,1441.63,3.20392,6.68669,1.26013,0.00021,0.00061,0.00012,4e-05,3.09935,5.82043,1.28558,1.01668e-05,1.01668e-05,1.01668e-05
195,1448.75,3.2802,6.59768,1.24242,0.00013,0.00057,8e-05,1e-05,3.10933,5.83098,1.28712,1.00744e-05,1.00744e-05,1.00744e-05
196,1455.99,3.31085,6.76884,1.27209,0.00012,0.00067,7e-05,2e-05,3.09587,5.80585,1.27852,9.982e-06,9.982e-06,9.982e-06
197,1463.19,3.25751,6.68147,1.27591,0.00012,0.00068,7e-05,1e-05,3.10144,5.80178,1.28191,9.8896e-06,9.8896e-06,9.8896e-06
198,1470.68,3.22002,6.72244,1.24755,0.00013,0.00067,7e-05,2e-05,3.10116,5.81578,1.2864,9.7972e-06,9.7972e-06,9.7972e-06
199,1477.99,3.30199,6.66352,1.25363,0.00019,0.00056,0.00011,3e-05,3.13341,5.84901,1.30355,9.7048e-06,9.7048e-06,9.7048e-06
200,1484.96,3.33964,6.80821,1.24801,0.0002,0.00073,0.00012,4e-05,3.09814,5.8076,1.28353,9.6124e-06,9.6124e-06,9.6124e-06
201,1491.98,3.29733,6.66883,1.26344,0.00021,0.00066,0.00012,4e-05,3.11724,5.83192,1.29473,9.52e-06,9.52e-06,9.52e-06
202,1499.07,3.25044,6.66562,1.24468,0.00019,0.00062,0.00011,4e-05,3.11737,5.82962,1.29408,9.4276e-06,9.4276e-06,9.4276e-06
203,1506.4,3.30703,6.71651,1.27989,0.00022,0.00124,0.00013,3e-05,3.07153,5.74885,1.26535,9.3352e-06,9.3352e-06,9.3352e-06
204,1513.51,3.26085,6.66023,1.24481,0.00017,0.00094,0.00011,2e-05,3.07093,5.76746,1.26934,9.2428e-06,9.2428e-06,9.2428e-06
205,1520.92,3.28548,6.85326,1.25492,0.00012,0.00074,7e-05,2e-05,3.08377,5.77652,1.27622,9.1504e-06,9.1504e-06,9.1504e-06
206,1527.78,3.27642,6.90607,1.26709,0.00012,0.00074,7e-05,2e-05,3.0835,5.78572,1.27636,9.058e-06,9.058e-06,9.058e-06
207,1534.85,3.24073,6.60865,1.24034,0.00014,0.00078,8e-05,2e-05,3.08178,5.79133,1.2776,8.9656e-06,8.9656e-06,8.9656e-06
208,1542.35,3.35026,6.61445,1.25385,0.00012,0.00066,7e-05,2e-05,3.08444,5.79751,1.27921,8.8732e-06,8.8732e-06,8.8732e-06
